pH,total sulfur dioxide,chlorides,residual sugar,citric acid,quality white
3.4 ,8.0 mg/dm^3,0.05 g(sodium chloride)/dm^3,2.3 g/dm^3,0.34 g/dm^3,False
3.08 ,231.0 mg/dm^3,0.045 g(sodium chloride)/dm^3,13.6 g/dm^3,0.4 g/dm^3,True
3.37 ,68.0 mg/dm^3,0.075 g(sodium chloride)/dm^3,2.5 g/dm^3,0.21 g/dm^3,False
3.25 ,66.0 mg/dm^3,0.02 g(sodium chloride)/dm^3,1.4 g/dm^3,0.39 g/dm^3,True
3.3 ,118.0 mg/dm^3,0.034 g(sodium chloride)/dm^3,1.6 g/dm^3,0.29 g/dm^3,True
2.92 ,124.0 mg/dm^3,0.042 g(sodium chloride)/dm^3,11.6 g/dm^3,0.36 g/dm^3,True
3.37 ,63.0 mg/dm^3,0.073 g(sodium chloride)/dm^3,2.6 g/dm^3,0.25 g/dm^3,False
3.0 ,171.0 mg/dm^3,0.062 g(sodium chloride)/dm^3,12.8 g/dm^3,0.3 g/dm^3,True
3.17 ,117.0 mg/dm^3,0.047 g(sodium chloride)/dm^3,1.6 g/dm^3,0.3 g/dm^3,True
3.29 ,150.0 mg/dm^3,0.048 g(sodium chloride)/dm^3,2.3 g/dm^3,0.3 g/dm^3,True
3.21 ,84.0 mg/dm^3,0.048 g(sodium chloride)/dm^3,1.1 g/dm^3,0.1 g/dm^3,False
3.24 ,117.0 mg/dm^3,0.044 g(sodium chloride)/dm^3,3.15 g/dm^3,0.29 g/dm^3,False
3.24 ,216.0 mg/dm^3,0.04 g(sodium chloride)/dm^3,8.1 g/dm^3,0.55 g/dm^3,False
3.16 ,175.0 mg/dm^3,0.045 g(sodium chloride)/dm^3,6.6 g/dm^3,0.19 g/dm^3,True
3.15 ,179.0 mg/dm^3,0.048 g(sodium chloride)/dm^3,7.1 g/dm^3,0.44 g/dm^3,False
2.99 ,111.0 mg/dm^3,0.041 g(sodium chloride)/dm^3,1.2 g/dm^3,0.19 g/dm^3,True
3.4 ,113.0 mg/dm^3,0.028 g(sodium chloride)/dm^3,3.5 g/dm^3,0.32 g/dm^3,True
3.42 ,129.0 mg/dm^3,0.07 g(sodium chloride)/dm^3,5.5 g/dm^3,0.42 g/dm^3,False
3.14 ,164.0 mg/dm^3,0.046 g(sodium chloride)/dm^3,15.9 g/dm^3,0.66 g/dm^3,True
3.48 ,81.0 mg/dm^3,0.086 g(sodium chloride)/dm^3,3.0 g/dm^3,0.31 g/dm^3,False
3.12 ,110.0 mg/dm^3,0.038 g(sodium chloride)/dm^3,1.1 g/dm^3,0.28 g/dm^3,True
3.28 ,104.0 mg/dm^3,0.08 g(sodium chloride)/dm^3,2.0 g/dm^3,0.26 g/dm^3,False
3.46 ,58.0 mg/dm^3,0.124 g(sodium chloride)/dm^3,5.6 g/dm^3,0.0 g/dm^3,False
3.24 ,82.0 mg/dm^3,0.021 g(sodium chloride)/dm^3,1.7 g/dm^3,0.4 g/dm^3,True
3.15 ,93.0 mg/dm^3,0.049 g(sodium chloride)/dm^3,6.8 g/dm^3,0.26 g/dm^3,True
3.28 ,10.0 mg/dm^3,0.067 g(sodium chloride)/dm^3,2.0 g/dm^3,0.09 g/dm^3,False
3.23 ,109.0 mg/dm^3,0.047 g(sodium chloride)/dm^3,1.2 g/dm^3,0.53 g/dm^3,True
3.28 ,170.0 mg/dm^3,0.045 g(sodium chloride)/dm^3,12.3 g/dm^3,0.27 g/dm^3,True
3.05 ,105.0 mg/dm^3,0.056 g(sodium chloride)/dm^3,13.2 g/dm^3,0.64 g/dm^3,False
2.98 ,160.0 mg/dm^3,0.046 g(sodium chloride)/dm^3,12.2 g/dm^3,0.71 g/dm^3,False
3.08 ,132.0 mg/dm^3,0.06 g(sodium chloride)/dm^3,7.2 g/dm^3,0.28 g/dm^3,True
3.26 ,14.0 mg/dm^3,0.062 g(sodium chloride)/dm^3,2.1 g/dm^3,0.55 g/dm^3,False
3.32 ,111.0 mg/dm^3,0.036 g(sodium chloride)/dm^3,6.0 g/dm^3,0.33 g/dm^3,True
3.36 ,33.0 mg/dm^3,0.084 g(sodium chloride)/dm^3,3.2 g/dm^3,0.0 g/dm^3,False
3.26 ,19.0 mg/dm^3,0.087 g(sodium chloride)/dm^3,2.6 g/dm^3,0.22 g/dm^3,False
3.19 ,100.0 mg/dm^3,0.05 g(sodium chloride)/dm^3,2.05 g/dm^3,0.36 g/dm^3,True
3.19 ,173.0 mg/dm^3,0.046 g(sodium chloride)/dm^3,6.9 g/dm^3,0.42 g/dm^3,False
3.25 ,95.0 mg/dm^3,0.037 g(sodium chloride)/dm^3,0.9 g/dm^3,0.41 g/dm^3,True
3.4 ,115.0 mg/dm^3,0.051 g(sodium chloride)/dm^3,12.55 g/dm^3,0.16 g/dm^3,True
3.32 ,83.0 mg/dm^3,0.035 g(sodium chloride)/dm^3,1.5 g/dm^3,0.31 g/dm^3,True
3.13 ,197.0 mg/dm^3,0.03 g(sodium chloride)/dm^3,9.6 g/dm^3,0.49 g/dm^3,True
3.16 ,90.0 mg/dm^3,0.044 g(sodium chloride)/dm^3,10.7 g/dm^3,0.36 g/dm^3,True
3.22 ,99.0 mg/dm^3,0.112 g(sodium chloride)/dm^3,6.6 g/dm^3,0.34 g/dm^3,False
3.54 ,89.0 mg/dm^3,0.048 g(sodium chloride)/dm^3,2.2 g/dm^3,0.11 g/dm^3,False
3.6 ,151.0 mg/dm^3,0.046 g(sodium chloride)/dm^3,6.2 g/dm^3,0.29 g/dm^3,True
3.04 ,73.0 mg/dm^3,0.041 g(sodium chloride)/dm^3,2.0 g/dm^3,0.34 g/dm^3,True
3.34 ,30.0 mg/dm^3,0.086 g(sodium chloride)/dm^3,2.5 g/dm^3,0.14 g/dm^3,False
3.07 ,95.0 mg/dm^3,0.023 g(sodium chloride)/dm^3,2.2 g/dm^3,0.26 g/dm^3,True
3.8 ,135.0 mg/dm^3,0.052 g(sodium chloride)/dm^3,1.7 g/dm^3,0.24 g/dm^3,True
3.27 ,91.0 mg/dm^3,0.054 g(sodium chloride)/dm^3,1.9 g/dm^3,0.39 g/dm^3,True
3.29 ,147.0 mg/dm^3,0.026 g(sodium chloride)/dm^3,1.6 g/dm^3,0.32 g/dm^3,True
3.17 ,141.0 mg/dm^3,0.117 g(sodium chloride)/dm^3,1.8 g/dm^3,0.55 g/dm^3,False
3.15 ,87.0 mg/dm^3,0.033 g(sodium chloride)/dm^3,10.6 g/dm^3,0.3 g/dm^3,True
2.98 ,107.0 mg/dm^3,0.038 g(sodium chloride)/dm^3,7.0 g/dm^3,0.37 g/dm^3,True
3.13 ,194.0 mg/dm^3,0.062 g(sodium chloride)/dm^3,8.0 g/dm^3,0.51 g/dm^3,False
3.1 ,111.0 mg/dm^3,0.047 g(sodium chloride)/dm^3,17.8 g/dm^3,0.24 g/dm^3,True
3.03 ,143.0 mg/dm^3,0.014 g(sodium chloride)/dm^3,2.4 g/dm^3,0.31 g/dm^3,False
3.17 ,222.0 mg/dm^3,0.052 g(sodium chloride)/dm^3,12.6 g/dm^3,0.48 g/dm^3,True
3.5 ,79.0 mg/dm^3,0.037 g(sodium chloride)/dm^3,1.1 g/dm^3,0.3 g/dm^3,True
3.07 ,28.0 mg/dm^3,0.091 g(sodium chloride)/dm^3,1.4 g/dm^3,0.4 g/dm^3,False
3.1 ,204.0 mg/dm^3,0.045 g(sodium chloride)/dm^3,7.6 g/dm^3,0.32 g/dm^3,True
3.1 ,149.0 mg/dm^3,0.048 g(sodium chloride)/dm^3,2.4 g/dm^3,0.27 g/dm^3,True
3.55 ,28.0 mg/dm^3,0.066 g(sodium chloride)/dm^3,1.8 g/dm^3,0.11 g/dm^3,False
3.27 ,90.0 mg/dm^3,0.047 g(sodium chloride)/dm^3,1.4 g/dm^3,0.18 g/dm^3,True
3.25 ,111.0 mg/dm^3,0.048 g(sodium chloride)/dm^3,8.9 g/dm^3,0.34 g/dm^3,True
3.34 ,75.0 mg/dm^3,0.036 g(sodium chloride)/dm^3,1.4 g/dm^3,0.31 g/dm^3,True
3.23 ,145.0 mg/dm^3,0.043 g(sodium chloride)/dm^3,9.3 g/dm^3,0.19 g/dm^3,False
2.9 ,86.0 mg/dm^3,0.031 g(sodium chloride)/dm^3,0.9 g/dm^3,0.24 g/dm^3,True
3.34 ,123.0 mg/dm^3,0.042 g(sodium chloride)/dm^3,8.4 g/dm^3,0.36 g/dm^3,True
3.02 ,140.0 mg/dm^3,0.026 g(sodium chloride)/dm^3,1.7 g/dm^3,0.41 g/dm^3,True
3.14 ,133.0 mg/dm^3,0.058 g(sodium chloride)/dm^3,3.2 g/dm^3,0.46 g/dm^3,False
3.26 ,170.0 mg/dm^3,0.037 g(sodium chloride)/dm^3,17.2 g/dm^3,0.42 g/dm^3,True
3.47 ,212.0 mg/dm^3,0.08 g(sodium chloride)/dm^3,8.8 g/dm^3,0.17 g/dm^3,False
3.53 ,65.0 mg/dm^3,0.074 g(sodium chloride)/dm^3,4.1 g/dm^3,0.21 g/dm^3,False
2.93 ,98.0 mg/dm^3,0.038 g(sodium chloride)/dm^3,5.7 g/dm^3,0.36 g/dm^3,True
3.06 ,88.0 mg/dm^3,0.035 g(sodium chloride)/dm^3,8.15 g/dm^3,0.26 g/dm^3,True
3.11 ,19.0 mg/dm^3,0.071 g(sodium chloride)/dm^3,2.1 g/dm^3,0.55 g/dm^3,False
3.43 ,86.0 mg/dm^3,0.105 g(sodium chloride)/dm^3,3.4 g/dm^3,0.22 g/dm^3,False
3.27 ,79.0 mg/dm^3,0.035 g(sodium chloride)/dm^3,1.7 g/dm^3,0.31 g/dm^3,True
3.21 ,117.0 mg/dm^3,0.041 g(sodium chloride)/dm^3,0.9 g/dm^3,0.33 g/dm^3,False
3.36 ,37.0 mg/dm^3,0.076 g(sodium chloride)/dm^3,2.8 g/dm^3,0.14 g/dm^3,False
3.59 ,204.0 mg/dm^3,0.06 g(sodium chloride)/dm^3,1.3 g/dm^3,0.24 g/dm^3,False
3.07 ,94.0 mg/dm^3,0.052 g(sodium chloride)/dm^3,15.8 g/dm^3,0.48 g/dm^3,True
3.02 ,41.0 mg/dm^3,0.095 g(sodium chloride)/dm^3,1.5 g/dm^3,0.54 g/dm^3,False
3.49 ,97.0 mg/dm^3,0.031 g(sodium chloride)/dm^3,1.2 g/dm^3,0.28 g/dm^3,True
3.35 ,15.0 mg/dm^3,0.093 g(sodium chloride)/dm^3,1.8 g/dm^3,0.01 g/dm^3,False
3.15 ,101.0 mg/dm^3,0.035 g(sodium chloride)/dm^3,3.2 g/dm^3,0.43 g/dm^3,False
